sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
97,en16931,4,A,,Deliver to post code,Text,0..1,,group of properties according to the relevant postal service.,,,BT-78,$.invoice.deliveryInformation.deliverToAddress.deliverToPostCode,,Deliver to address,DeliverToPostCode,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToPostCode
98,en16931,4,A,,Deliver to country subdivision,Text,0..1,,The subdivision of a country.,,,BT-79,$.invoice.deliveryInformation.deliverToAddress.deliverToCountrySubdivision,,Deliver to address,DeliverToCountrySubdivision,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToCountrySubdivision
99,en16931,4,A,,Deliver to country code,Code,1..1,,A code that identifies the country.,,,BT-80,$.invoice.deliveryInformation.deliverToAddress.deliverToCountryCode,,Deliver to address,DeliverToCountryCode,/xbrli:xbrl/en:Invoice/en:InvoicingPeriod/en:DeliverToAddress/en:DeliverToCountryCode
100,en16931,2,C,,Payment instructions,,0..*,,Information about payment means.,paymentInstructions,,BG-16,$.invoice.paymentInstructions,,Payment instruction,PaymentInstructions,/xbrli:xbrl/en:Invoice/en:PaymentInstructions
101,en16931,3,A,,Payment means type code,Code,1..1,,"has been settled. The means, expressed as text, for",,,BT-81,$.invoice.paymentInstructions.paymentMeansTypeCode,,Payment instruction,PaymentMeansTypeCode,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentMeansTypeCode
102,en16931,3,A,,Payment means text,Text,0..1,,how a payment is expected to be or has been settled. A textual value used to establish a,,,BT-82,$.invoice.paymentInstructions.paymentMeansText,,Payment instruction,PaymentMeansText,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentMeansText
103,en16931,3,A,,Payment remittance information,Text,0..1,,Remittance information for matching payment.,,,BT-83,$.invoice.paymentInstructions.paymentRemittanceInformation,,Payment instruction,PaymentRemittanceInformation,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentRemittanceInformation
104,en16931,3,C,,Credit transfer,,0..*,,Payment terms textual information.,,,BG-17,$.invoice.paymentInstructions.creditTransfer,,Credit transfer,CreditTransfer,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer
105,en16931,4,A,,Payment account identifier,Identifier,0..1,,"payment account, at a payment service provider, to which payment should be made. The name of the payment account,",,,BT-84,$.invoice.paymentInstructions.creditTransfer.paymentAccountIdentifier,,Credit transfer,PaymentAccountIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentAccountIdentifier
106,en16931,4,A,,Payment account name,Text,0..1,,"at a payment service provider, to which payment should be made. An identifier for the payment",,,BT-85,$.invoice.paymentInstructions.creditTransfer.paymentAccountName,,Credit transfer,PaymentAccountName,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentAccountName
107,en16931,4,A,,Payment service provider identifier,Identifier,0..1,,service provider where a payment account is located. A group of business terms providing,,,BT-86,$.invoice.paymentInstructions.creditTransfer.paymentServiceProviderIdentifier,,Credit transfer,PaymentServiceProviderIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:CreditTransfer/en:PaymentServiceProviderIdentifier
108,en16931,3,C,,Payment card information,,0..1,,information about card used for payment contemporaneous with invoice issuance.,,,BG-18,$.invoice.paymentInstructions.paymentCardInformation,,Payment card information,PaymentCardInformation,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation
109,en16931,4,A,,Payment card primary account number,Identifier,1..1,,The Primary Account Number (PAN) of the card used for payment.,,,BT-87,$.invoice.paymentInstructions.paymentCardInformation.paymentCardPrimaryAccountNumber,,Payment card information,PaymentCardPrimaryAccountNumber,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation/en:PaymentCardPrimaryAccountNumber
110,en16931,4,A,,Payment card holder name,Text,0..1,,The name of the payment card holder.,,,BT-88,$.invoice.paymentInstructions.paymentCardInformation.paymentCardHolderName,,Payment card information,PaymentCardHolderName,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:PaymentCardInformation/en:PaymentCardHolderName
111,en16931,3,C,,Direct debit,,0..1,,A group of business terms to specify a direct debit. Unique identifier assigned by the,,,BG-19,$.invoice.paymentInstructions.directDebit,,Direct debit,DirectDebit,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit
112,en16931,4,A,,Mandate reference identifier,Identifier,0..1,,Payee for referencing the direct debit mandate. Unique banking reference identifier,,,BT-89,$.invoice.paymentInstructions.directDebit.mandateReferenceIdentifier,,Direct debit,MandateReferenceIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:MandateReferenceIdentifier
113,en16931,4,A,,Bank assigned creditor identifier,Identifier,0..1,,of the Payee or Seller assigned by the Payee or Seller bank.,,,BT-90,$.invoice.paymentInstructions.directDebit.bankAssignedCreditorIdentifier,,Direct debit,BankAssignedCreditorIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:BankAssignedCreditorIdentifier
114,en16931,4,A,,Debited account identifier,Identifier,0..1,,The account to be debited by the direct debit. A group of business terms providing,,,BT-91,$.invoice.paymentInstructions.directDebit.debitedAccountIdentifier,,Direct debit,DebitedAccountIdentifier,/xbrli:xbrl/en:Invoice/en:PaymentInstructions/en:DirectDebit/en:DebitedAccountIdentifier
115,en16931,2,C,,Document level allowances,,0..*,,information about allowances applicable to the Invoice as a whole.,documentLevelAllowances,,BG-20,$.invoice.documentLevelAllowances,,Document level allowance,DocumentLevelAllowances,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances
116,en16931,3,A,,Document level allowance amount,Amount,1..1,,"The amount of an allowance, without VAT. The base amount that may be used,",,,BT-92,$.invoice.documentLevelAllowances.documentLevelAllowanceAmount,,Document level allowance,DocumentLevelAllowanceAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceAmount
117,en16931,3,A,,Document level allowance base amount,Amount,0..1,,"in conjunction with the document level allowance percentage, to calculate the document level allowance amount. The percentage that may be used, in",,,BT-93,$.invoice.documentLevelAllowances.documentLevelAllowanceBaseAmount,,Document level allowance,DocumentLevelAllowanceBaseAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceBaseAmount
118,en16931,3,A,,Document level allowance percentage,Percentage,0..1,,"conjunction with the document level allowance base amount, to calculate",,,BT-94,$.invoice.documentLevelAllowances.documentLevelAllowancePercentage,,Document level allowance,DocumentLevelAllowancePercentage,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowancePercentage
119,en16931,3,A,,Document level allowance VAT category code,Code,1..1,,"The VAT rate, represented as percentage that applies to the",,,BT-95,$.invoice.documentLevelAllowances.documentLevelAllowanceVatCategoryCode,,Document level allowance,DocumentLevelAllowanceVatCategoryCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceVatCategoryCode
120,en16931,3,A,,Document level allowance VAT rate,Percentage,0..1,,document level allowance.,,,BT-96,$.invoice.documentLevelAllowances.documentLevelAllowanceVatRate,,Document level allowance,DocumentLevelAllowanceVatRate,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceVatRate
121,en16931,3,A,,Document level allowance reason,Text,0..1,,Reason for a document level allowance.,,,BT-97,$.invoice.documentLevelAllowances.documentLevelAllowanceReason,,Document level allowance,DocumentLevelAllowanceReason,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceReason
122,en16931,3,A,,Document level allowance reason code,Code,0..1,,"The reason for the document level allowance, expressed as a code. A group of business terms providing",,,BT-98,$.invoice.documentLevelAllowances.documentLevelAllowanceReasonCode,,Document level allowance,DocumentLevelAllowanceReasonCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelAllowances/en:DocumentLevelAllowanceReasonCode
123,en16931,2,C,,Document level charges,,0..*,,"information about charges and taxes other than VAT, applicable to the Invoice as a whole. The amount of a charge, without",documentLevelCharges,,BG-21,$.invoice.documentLevelCharges,,Document level charge,DocumentLevelCharges,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges
124,en16931,3,A,,Document level charge amount,Amount,1..1,,"VAT. The base amount that may be used,",,,BT-99,$.invoice.documentLevelCharges.documentLevelChargeAmount,,Document level charge,DocumentLevelChargeAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeAmount
125,en16931,3,A,,Document level charge base amount,Amount,0..1,,"in conjunction with the document level charge percentage, to calculate the document level charge amount. The percentage that may be used, in",,,BT-100,$.invoice.documentLevelCharges.documentLevelChargeBaseAmount,,Document level charge,DocumentLevelChargeBaseAmount,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeBaseAmount
126,en16931,3,A,,Document level charge percentage,Percentage,0..1,,conjunction with the document level,,,BT-101,$.invoice.documentLevelCharges.documentLevelChargePercentage,,Document level charge,DocumentLevelChargePercentage,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargePercentage
127,en16931,3,A,,Document level charge VAT category code,Code,1..1,,"The VAT rate, represented as",,,BT-102,$.invoice.documentLevelCharges.documentLevelChargeVatCategoryCode,,Document level charge,DocumentLevelChargeVatCategoryCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeVatCategoryCode
128,en16931,3,A,,Document level charge VAT rate,Percentage,0..1,,percentage that applies to the document level charge.,,,BT-103,$.invoice.documentLevelCharges.documentLevelChargeVatRate,,Document level charge,DocumentLevelChargeVatRate,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeVatRate
129,en16931,3,A,,Document level charge reason,Text,0..1,,Reason for a document level charge.,,,BT-104,$.invoice.documentLevelCharges.documentLevelChargeReason,,Document level charge,DocumentLevelChargeReason,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeReason
130,en16931,3,A,,Document level charge reason code,Code,0..1,,"charge, expressed as a code. A group of business terms providing the monetary totals for the Invoice.",,,BT-105,$.invoice.documentLevelCharges.documentLevelChargeReasonCode,,Document level charge,DocumentLevelChargeReasonCode,/xbrli:xbrl/en:Invoice/en:DocumentLevelCharges/en:DocumentLevelChargeReasonCode
131,en16931,2,C,,Document totals,,1..1,,Invoice monetary totals.,,,BG-22,$.invoice.documentTotals,,Document total,DocumentTotals,/xbrli:xbrl/en:Invoice/en:DocumentTotals
132,en16931,3,A,,Sum of invoice line net amount,Amount,1..1,,Sum of all Invoice line net amounts in the Invoice. Sum of all allowances on document,,,BT-106,$.invoice.documentTotals.sumOfInvoiceLineNetAmount,,Document total,SumOfInvoiceLineNetAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfInvoiceLineNetAmount
133,en16931,3,A,,Sum of allowances on document level,Amount,0..1,,level in the Invoice. Sum of all charges on document,,,BT-107,$.invoice.documentTotals.sumOfAllowancesOnDocumentLevel,,Document total,SumOfAllowancesOnDocumentLevel,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfAllowancesOnDocumentLevel
134,en16931,3,A,,Sum of charges on document level,Amount,0..1,,level in the Invoice. The total amount of the Invoice,,,BT-108,$.invoice.documentTotals.sumOfChargesOnDocumentLevel,,Document total,SumOfChargesOnDocumentLevel,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:SumOfChargesOnDocumentLevel
135,en16931,3,A,,Invoice total amount without VAT,Amount,1..1,,without VAT.,,,BT-109,$.invoice.documentTotals.invoiceTotalAmountWithoutVat,,Document total,InvoiceTotalAmountWithoutVat,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalAmountWithoutVat
136,en16931,3,A,,Invoice total VAT amount,Amount,1..1,,The total VAT amount for the Invoice. The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.,,,BT-110,$.invoice.documentTotals.invoiceTotalVatAmount,,Document total,InvoiceTotalVatAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalVatAmount
137,en16931,3,A,,Invoice total VAT amount in accounting currency,Amount,0..1,,The total amount of the Invoice with,,,BT-111,$.invoice.documentTotals.invoiceTotalVatAmountInAccountingCurrency,,Document total,InvoiceTotalVatAmountInAccountingCurrency,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalVatAmountInAccountingCurrency
138,en16931,3,A,,Invoice total amount with VAT,Amount,1..1,,Invoice total amount including VAT.,,,BT-112,$.invoice.documentTotals.invoiceTotalAmountWithVat,,Document total,InvoiceTotalAmountWithVat,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:InvoiceTotalAmountWithVat
139,en16931,3,A,,Paid amount,Amount,0..1,,been paid in advance. The amount to be added to the,,,BT-113,$.invoice.documentTotals.paidAmount,,Document total,PaidAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:PaidAmount
140,en16931,3,A,,Rounding amount,Amount,0..1,,invoice total to round the amount to be paid.,,,BT-114,$.invoice.documentTotals.roundingAmount,,Document total,RoundingAmount,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:RoundingAmount
141,en16931,3,A,,Amount due for payment,Amount,1..1,,The outstanding amount that is requested to be paid. A group of business terms providing,,,BT-115,$.invoice.documentTotals.amountDueForPayment,,Document total,AmountDueForPayment,/xbrli:xbrl/en:Invoice/en:DocumentTotals/en:AmountDueForPayment
142,en16931,2,C,,VAT breakdown,,1..*,,"information about VAT breakdown by different categories, rates and exemption reasons Sum of all taxable amounts subject",vatBreakdown,,BG-23,$.invoice.vatBreakdown,,VAT breakdown,VatBreakdown,/xbrli:xbrl/en:Invoice/en:VatBreakdown
143,en16931,3,A,,VAT category taxable amount,Amount,1..1,,to a specific VAT category code and VAT category rate (if the VAT category rate is applicable). The total VAT amount for a given,,,BT-116,$.invoice.vatBreakdown.vatCategoryTaxableAmount,,VAT breakdown,VatCategoryTaxableAmount,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryTaxableAmount
144,en16931,3,A,,VAT category tax amount,Amount,1..1,,VAT amount for VAT category.,,,BT-117,$.invoice.vatBreakdown.vatCategoryTaxAmount,,VAT breakdown,VatCategoryTaxAmount,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryTaxAmount
145,en16931,3,A,,VAT category code,Code,1..1,,"The VAT rate, represented as",,,BT-118,$.invoice.vatBreakdown.vatCategoryCode,,VAT breakdown,VatCategoryCode,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryCode
146,en16931,3,A,,VAT category rate,Decimal,0..1,,percentage that applies for the relevant VAT category. A textual statement of the reason,,,BT-119,$.invoice.vatBreakdown.vatCategoryRate,,VAT breakdown,VatCategoryRate,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatCategoryRate
147,en16931,3,A,,VAT exemption reason text,Text,0..1,,why the amount is exempted from VAT or why no VAT is being charged A coded statement of the reason for why the amount is exempted from,,,BT-120,$.invoice.vatBreakdown.vatExemptionReasonText,,VAT breakdown,VatExemptionReasonText,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatExemptionReasonText
148,en16931,3,A,,VAT exemption reason code,Code,0..1,,Code identifying the reason for VAT exemption.,,,BT-121,$.invoice.vatBreakdown.vatExemptionReasonCode,,VAT breakdown,VatExemptionReasonCode,/xbrli:xbrl/en:Invoice/en:VatBreakdown/en:VatExemptionReasonCode
149,en16931,2,C,,Additional supporting documents,,0..*,,An identifier of the supporting,,,BG-24,$.invoice.additionalSupportingDocuments,,Additional supporting document,AdditionalSupportingDocuments,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments
150,en16931,3,A,,Supporting document reference,Identifier,1..1,,document. A description of the supporting,,,BT-122,$.invoice.additionalSupportingDocuments.supportingDocumentReference,,Additional supporting document,SupportingDocumentReference,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:SupportingDocumentReference
151,en16931,3,A,,Supporting document description,Text,0..1,,document. The URL (Uniform Resource Locator) that identifies where the external document is located.,,,BT-123,$.invoice.additionalSupportingDocuments.supportingDocumentDescription,,Additional supporting document,SupportingDocumentDescription,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:SupportingDocumentDescription
152,en16931,3,A,,External document location,Identifier,0..1,,The URL (Uniform Resource Locator) that identifies where the external document is located.,,,BT-124,$.invoice.additionalSupportingDocuments.externalDocumentLocation,,Additional supporting document,ExternalDocumentLocation,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:ExternalDocumentLocation
153,en16931,3,A,,Attached document,Binary object,0..1,,An attached document embedded as binary object or sent together with the invoice. The mime code of the attached document. The file name of the attached document A group of business terms providing,,,BT-125,$.invoice.additionalSupportingDocuments.attachedDocument,,Additional supporting document,AttachedDocument,/xbrli:xbrl/en:Invoice/en:AdditionalSupportingDocuments/en:AttachedDocument
154,en16931,2,C,,Invoice line,,1..*,,information on individual Invoice lines.,invoiceLine,,BG-25,$.invoice.invoiceLine,,Invoice line,InvoiceLine,/xbrli:xbrl/en:Invoice/en:InvoiceLine
155,en16931,3,A,,Invoice line identifier,Identifier,1..1,,A unique identifier for the individual line within the Invoice. A textual note that gives,,,BT-126,$.invoice.invoiceLine.invoiceLineIdentifier,,Invoice line,InvoiceLineIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineIdentifier
156,en16931,3,A,,Invoice line note,Text,0..1,,unstructured information that is relevant to the Invoice line. An identifier for an object on which,,,BT-127,$.invoice.invoiceLine.invoiceLineNote,,Invoice line,InvoiceLineNote,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineNote
157,en16931,3,A,,Invoice line object identifier,Identifier,0..1,,Identifier for an object on which the invoice line is based.,,,BT-128,$.invoice.invoiceLine.invoiceLineObjectIdentifier,,Invoice line,InvoiceLineObjectIdentifier,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineObjectIdentifier
158,en16931,3,A,,Invoiced quantity,Quantity,0..1,,services) that is charged in the Invoice line. The unit of measure that applies to the invoiced quantity.,,,BT-129,$.invoice.invoiceLine.invoicedQuantity,,Invoice line,InvoicedQuantity,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoicedQuantity
159,en16931,3,A,,Invoiced quantity unit code,Code,0..1,,Unit of measure for invoiced quantity.,,,BT-130,$.invoice.invoiceLine.invoicedQuantityUnitCode,,Invoice line,InvoicedQuantityUnitCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoicedQuantityUnitCode
160,en16931,3,A,,Invoice line net amount,Amount,1..1,,Line net amount.,,,BT-131,$.invoice.invoiceLine.invoiceLineNetAmount,,Invoice line,InvoiceLineNetAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineNetAmount
161,en16931,3,A,,Referenced purchase order line reference,Identifier,0..1,,"within a purchase order, issued by the Buyer. A textual value that specifies where",,,BT-132,$.invoice.invoiceLine.referencedPurchaseOrderLineReference,,Invoice line,ReferencedPurchaseOrderLineReference,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:ReferencedPurchaseOrderLineReference
162,en16931,3,A,,Invoice line buyer accounting reference,Text,0..1,,to book the relevant data into the Buyer's financial accounts. A group of business terms providing,,,BT-133,$.invoice.invoiceLine.invoiceLineBuyerAccountingReference,,Invoice line,InvoiceLineBuyerAccountingReference,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineBuyerAccountingReference
163,en16931,3,C,,Invoice line period,,0..1,,information about the period relevant for the Invoice line. The date when the Invoice period,,,BG-26,$.invoice.invoiceLine.invoiceLinePeriod,,Invoice line period,InvoiceLinePeriod,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod
164,en16931,4,A,,Invoice line period start date,Date,0..1,,for this Invoice line starts.,,,BT-134,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodStartDate,,Invoice line period,InvoiceLinePeriodStartDate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod/en:InvoiceLinePeriodStartDate
165,en16931,4,A,,Invoice line period end date,Date,0..1,,The date when the Invoice period for this Invoice line ends. A group of business terms providing,,,BT-135,$.invoice.invoiceLine.invoiceLinePeriod.invoiceLinePeriodEndDate,,Invoice line period,InvoiceLinePeriodEndDate,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLinePeriod/en:InvoiceLinePeriodEndDate
166,en16931,3,C,,Invoice line allowances,,0..*,,information about allowances applicable to the individual Invoice line.,,,BG-27,$.invoice.invoiceLine.invoiceLineAllowances,,Invoice line allowance,InvoiceLineAllowances,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances
167,en16931,4,A,,Invoice line allowance amount,Amount,1..1,,"The amount of an allowance, without VAT. The base amount that may be used,",,,BT-136,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceAmount,,Invoice line allowance,InvoiceLineAllowanceAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceAmount
168,en16931,4,A,,Invoice line allowance base amount,Amount,0..1,,"in conjunction with the Invoice line allowance percentage, to calculate the Invoice line allowance amount. The percentage that may be used, in",,,BT-137,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceBaseAmount,,Invoice line allowance,InvoiceLineAllowanceBaseAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceBaseAmount
169,en16931,4,A,,Invoice line allowance percentage,Percentage,0..1,,"conjunction with the Invoice line allowance base amount, to calculate the Invoice line allowance amount.",,,BT-138,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowancePercentage,,Invoice line allowance,InvoiceLineAllowancePercentage,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowancePercentage
170,en16931,4,A,,Invoice line allowance reason,Text,0..1,,Reason for line allowance.,,,BT-139,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReason,,Invoice line allowance,InvoiceLineAllowanceReason,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceReason
171,en16931,4,A,,Invoice line allowance reason code,Code,0..1,,"The reason for the Invoice line allowance, expressed as a code. A group of business terms providing",,,BT-140,$.invoice.invoiceLine.invoiceLineAllowances.invoiceLineAllowanceReasonCode,,Invoice line allowance,InvoiceLineAllowanceReasonCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineAllowances/en:InvoiceLineAllowanceReasonCode
172,en16931,3,C,,Invoice line charges,,0..*,,information about charges and taxes other than VAT applicable to the individual Invoice line.,,,BG-28,$.invoice.invoiceLine.invoiceLineCharges,,Invoice line charge,InvoiceLineCharges,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges
173,en16931,4,A,,Invoice line charge amount,Amount,1..1,,"The amount of a charge, without VAT. The base amount that may be used,",,,BT-141,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeAmount,,Invoice line charge,InvoiceLineChargeAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeAmount
174,en16931,4,A,,Invoice line charge base amount,Amount,0..1,,"in conjunction with the Invoice line charge percentage, to calculate the Invoice line charge amount. The percentage that may be used, in",,,BT-142,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeBaseAmount,,Invoice line charge,InvoiceLineChargeBaseAmount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeBaseAmount
175,en16931,4,A,,Invoice line charge percentage,Percentage,0..1,,"conjunction with the Invoice line charge base amount, to calculate the Invoice line charge amount.",,,BT-143,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargePercentage,,Invoice line charge,InvoiceLineChargePercentage,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargePercentage
176,en16931,4,A,,Invoice line charge reason,Text,0..1,,"The reason for the Invoice line charge, expressed as text.",,,BT-144,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReason,,Invoice line charge,InvoiceLineChargeReason,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeReason
177,en16931,4,A,,Invoice line charge reason code,Code,0..1,,The reason for the Invoice line,,,BT-145,$.invoice.invoiceLine.invoiceLineCharges.invoiceLineChargeReasonCode,,Invoice line charge,InvoiceLineChargeReasonCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:InvoiceLineCharges/en:InvoiceLineChargeReasonCode
178,en16931,3,C,,Price details,,1..1,,"information about the price applied for the goods and services invoiced on the Invoice line. The price of an item, exclusive of",,,BG-29,$.invoice.invoiceLine.priceDetails,,Price detail,PriceDetails,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails
179,en16931,4,A,,Item net price,Amount,1..1,,"VAT, after subtracting item price discount. The total discount subtracted from",,,BT-146,$.invoice.invoiceLine.priceDetails.itemNetPrice,,Price detail,ItemNetPrice,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemNetPrice
180,en16931,4,A,,Item price discount,Amount,0..1,,"the Item gross price to calculate the Item net price. The unit price, exclusive of VAT,",,,BT-147,$.invoice.invoiceLine.priceDetails.itemPriceDiscount,,Price detail,ItemPriceDiscount,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceDiscount
181,en16931,4,A,,Item gross price,Amount,0..1,,before subtracting Item price discount.,,,BT-148,$.invoice.invoiceLine.priceDetails.itemGrossPrice,,Price detail,ItemGrossPrice,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemGrossPrice
182,en16931,4,A,,Item price base quantity,Quantity,0..1,,The number of item units to which the price applies. The unit of measure that applies to,,,BT-149,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantity,,Price detail,ItemPriceBaseQuantity,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceBaseQuantity
183,en16931,4,A,,Item price base quantity unit code,Code,0..1,,the Item price base quantity. A group of business terms providing,,,BT-150,$.invoice.invoiceLine.priceDetails.itemPriceBaseQuantityUnitCode,,Price detail,ItemPriceBaseQuantityUnitCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:PriceDetails/en:ItemPriceBaseQuantityUnitCode
184,en16931,3,C,,Line VAT information,,1..1,,information about the VAT,,,BG-30,$.invoice.invoiceLine.lineVatInformation,,Line VAT information,LineVatInformation,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation
185,en16931,4,A,,Invoiced item VAT category code,Code,1..1,,"The VAT rate, represented as",,,BT-151,$.invoice.invoiceLine.lineVatInformation.invoicedItemVatCategoryCode,,Line VAT information,InvoicedItemVatCategoryCode,/xbrli:xbrl/en:Invoice/en:InvoiceLine/en:LineVatInformation/en:InvoicedItemVatCategoryCode
